rules-processing,2025-12-23_15:19:40,101.39%,196.6MiB / 7.654GiB,2.51%,27.5MB / 12.2MB,142MB / 61.8MB
rules-processing,2025-12-23_15:19:52,98.59%,195.8MiB / 7.654GiB,2.50%,27.7MB / 12.2MB,142MB / 61.8MB
rules-processing,2025-12-23_15:20:04,102.04%,196.9MiB / 7.654GiB,2.51%,27.8MB / 12.3MB,142MB / 61.8MB
rules-processing,2025-12-23_15:20:16,110.19%,197MiB / 7.654GiB,2.51%,28MB / 12.4MB,142MB / 61.8MB
rules-processing,2025-12-23_15:20:28,105.18%,196.2MiB / 7.654GiB,2.50%,28.1MB / 12.4MB,142MB / 61.9MB
rules-processing,2025-12-23_15:20:39,109.31%,196.5MiB / 7.654GiB,2.51%,28.3MB / 12.5MB,142MB / 61.9MB
rules-processing,2025-12-23_15:20:51,107.54%,199.5MiB / 7.654GiB,2.55%,28.4MB / 12.6MB,142MB / 61.9MB
rules-processing,2025-12-23_15:21:03,98.87%,197.1MiB / 7.654GiB,2.51%,28.6MB / 12.6MB,142MB / 61.9MB
rules-processing,2025-12-23_15:21:15,111.29%,198.8MiB / 7.654GiB,2.54%,28.7MB / 12.7MB,142MB / 61.9MB
rules-processing,2025-12-23_15:21:26,95.74%,197.5MiB / 7.654GiB,2.52%,28.8MB / 12.8MB,142MB / 61.9MB
rules-processing,2025-12-23_15:21:38,107.75%,198.4MiB / 7.654GiB,2.53%,29MB / 12.8MB,142MB / 61.9MB
rules-processing,2025-12-23_15:21:50,98.16%,198.5MiB / 7.654GiB,2.53%,29.1MB / 12.9MB,142MB / 62MB
rules-processing,2025-12-23_15:22:02,96.69%,196.3MiB / 7.654GiB,2.50%,29.2MB / 12.9MB,143MB / 64.3MB
rules-processing,2025-12-23_15:22:15,101.65%,197.6MiB / 7.654GiB,2.52%,29.4MB / 13MB,143MB / 64.3MB
rules-processing,2025-12-23_15:22:26,77.65%,202.1MiB / 7.654GiB,2.58%,29.5MB / 13MB,143MB / 64.7MB
rules-processing,2025-12-23_15:22:38,96.29%,202.3MiB / 7.654GiB,2.58%,29.6MB / 13.1MB,143MB / 64.7MB
rules-processing,2025-12-23_15:22:50,102.09%,202.3MiB / 7.654GiB,2.58%,29.8MB / 13.1MB,143MB / 64.7MB
rules-processing,2025-12-23_15:23:02,99.59%,205MiB / 7.654GiB,2.62%,29.9MB / 13.2MB,143MB / 64.7MB
rules-processing,2025-12-23_15:23:14,99.44%,202.8MiB / 7.654GiB,2.59%,30MB / 13.3MB,143MB / 64.7MB
